case,hyperparameters,num_trading_days,pct_trading_days,num_positive_returns,pct_positive_returns,mean,std,min,median,max,skew,kurtosis,t_statistic,p_value
cluster_1,"(50, 200, 2, 0.4, -2, -0.4)",272.28,0.448566722,140.9,0.51988265,0.001519772,0.022902213,-0.085451985,0.000858548,0.124845654,0.76944909,6.293454245,-3.746314356,0.000310214
cluster_1,"(50, 200, 2, 0.5, -2, -0.5)",258.44,0.425766063,133.78,0.519924047,0.001645678,0.023108341,-0.084415533,0.00084541,0.124845654,0.784455261,6.250030475,-4.261278852,5.03e-05
cluster_1,"(60, 150, 2, 0, -2, 0)",373.6,0.528429986,191.8666667,0.515081917,0.001058101,0.02201187,-0.098093403,0.000549752,0.130295261,0.651882737,7.482663326,-2.911797995,0.004350828
cluster_1,"(60, 150, 2, 0.1, -2, -0.1)",354.0833333,0.500825083,182.3166667,0.516060366,0.001145389,0.022117067,-0.095928009,0.000581441,0.1299234,0.676396751,7.445701395,-2.992962582,0.003370383
cluster_1,"(60, 150, 2, 0.2, -2, -0.2)",335.2333333,0.474163131,172.8,0.516742923,0.001239235,0.022229794,-0.093890099,0.000636697,0.1299234,0.731561936,7.448019532,-3.488561161,0.000688941
cluster_1,"(60, 150, 2, 0.3, -2, -0.3)",320.8333333,0.45379538,165.8666667,0.518375785,0.001297702,0.022353064,-0.093131067,0.00069767,0.129694301,0.751140774,7.479518385,-3.781144207,0.000247385
cluster_1,"(60, 150, 2, 0.4, -2, -0.4)",308.25,0.435997171,159.5666667,0.519216955,0.001325103,0.022382033,-0.09279594,0.000709976,0.127877927,0.738683556,7.352423886,-3.939394671,0.000138941
cluster_1,"(60, 150, 2, 0.5, -2, -0.5)",289.7333333,0.409806695,150.2166667,0.51989041,0.001329349,0.022448576,-0.092022288,0.000746052,0.125404295,0.712819367,7.07891913,-3.82311319,0.000212244
cluster_1,"(60, 200, 2, 0, -2, 0)",328.3166667,0.54088413,167.6166667,0.513253115,0.00131598,0.022835772,-0.091667796,0.000570652,0.130979752,0.783566749,6.864297843,-2.746606864,0.007081676
cluster_1,"(60, 200, 2, 0.1, -2, -0.1)",314.2166667,0.517655135,161.0,0.514848033,0.001372733,0.022944751,-0.091667796,0.000600163,0.130176688,0.76986202,6.772302028,-2.996566921,0.003370906
cluster_1,"(60, 200, 2, 0.2, -2, -0.2)",301.8166667,0.497226798,155.0166667,0.515590028,0.001431089,0.023008071,-0.091608276,0.000672428,0.129021766,0.782652083,6.787700702,-3.108989443,0.002377459
cluster_1,"(60, 200, 2, 0.3, -2, -0.3)",290.3833333,0.478390994,149.45,0.51690555,0.001421614,0.023045713,-0.090628726,0.000732678,0.128044256,0.760404597,6.719847786,-2.996946278,0.003370231
cluster_1,"(60, 200, 2, 0.4, -2, -0.4)",273.3666667,0.450356947,141.15,0.518592039,0.001511805,0.023142482,-0.089482376,0.000789816,0.12791519,0.789622648,6.713758751,-3.810198833,0.000226158
cluster_1,"(60, 200, 2, 0.5, -2, -0.5)",260.1666667,0.428610653,134.3333333,0.518522732,0.001620242,0.023298716,-0.088618666,0.000784433,0.126891659,0.783375403,6.551920066,-4.252377841,4.48e-05
cluster_1,"(70, 150, 2, 0, -2, 0)",372.3,0.526591231,191.2714286,0.515182431,0.001041318,0.022149968,-0.100077319,0.000564525,0.129004024,0.597091765,7.29644057,-3.558379667,0.000522572
cluster_1,"(70, 150, 2, 0.1, -2, -0.1)",353.9714286,0.500666801,182.2142857,0.515840629,0.001109034,0.022241066,-0.098221267,0.000590661,0.128685286,0.618937936,7.282277845,-3.561418672,0.000508269
cluster_1,"(70, 150, 2, 0.2, -2, -0.2)",335.1142857,0.473994746,172.6857143,0.516537784,0.001190612,0.022379424,-0.096474487,0.000640766,0.128685286,0.665559935,7.267704347,-4.032795155,9.2e-05
cluster_1,"(70, 150, 2, 0.3, -2, -0.3)",320.4,0.453182461,165.4428571,0.517761637,0.001240916,0.022516676,-0.095823889,0.000693781,0.128488916,0.68454337,7.30252396,-4.20735077,4.68e-05
cluster_1,"(70, 150, 2, 0.4, -2, -0.4)",308.0571429,0.435724389,159.3285714,0.518752495,0.001269135,0.022544589,-0.095150373,0.000714109,0.126932024,0.681575247,7.222064496,-4.41093452,2.07e-05
cluster_1,"(70, 150, 2, 0.5, -2, -0.5)",291.0714286,0.411699333,150.5857143,0.518811358,0.001254875,0.022611145,-0.094487243,0.000724751,0.124811768,0.658871683,6.996908451,-4.124200894,6.45e-05
cluster_1,"(70, 200, 2, 0, -2, 0)",324.9,0.535255354,166.2142857,0.514191469,0.001308224,0.023041438,-0.093982661,0.000636855,0.130968004,0.739449257,6.765395051,-3.289565622,0.001310897
cluster_1,"(70, 200, 2, 0.1, -2, -0.1)",311.4857143,0.513156037,159.8428571,0.515549909,0.001354636,0.023148608,-0.093982661,0.000662052,0.130279663,0.728225235,6.689053429,-3.529716811,0.000578783
cluster_1,"(70, 200, 2, 0.2, -2, -0.2)",298.7285714,0.492139327,153.7,0.516456505,0.001420504,0.023210193,-0.093286648,0.000742049,0.12928973,0.746950779,6.661258305,-3.740626836,0.000273963
cluster_1,"(70, 200, 2, 0.3, -2, -0.3)",287.6571429,0.473899741,148.3428571,0.51789218,0.001416482,0.0232504,-0.092447034,0.000800358,0.128451864,0.726533145,6.610921481,-3.645955667,0.000386813
cluster_1,"(70, 200, 2, 0.4, -2, -0.4)",271.5428571,0.447352318,140.3857143,0.519199741,0.001490753,0.023368212,-0.091464448,0.000843196,0.128341237,0.752849186,6.60491431,-4.326786746,2.99e-05
cluster_1,"(70, 200, 2, 0.5, -2, -0.5)",258.0571429,0.425135326,133.4142857,0.519252909,0.001597593,0.023535089,-0.090724126,0.000828873,0.127463924,0.748439025,6.475615956,-4.794780579,4.54e-06
cluster_1,"(80, 150, 2, 0, -2, 0)",374.125,0.52917256,191.6,0.513744417,0.000982646,0.022114639,-0.100342453,0.000506645,0.130266284,0.607504594,7.47841679,-3.035250792,0.002828805
cluster_1,"(80, 150, 2, 0.1, -2, -0.1)",356.1,0.503677511,182.7125,0.514403668,0.001046872,0.022177638,-0.098715165,0.000531726,0.129987388,0.634614038,7.539500481,-3.035744302,0.002807985
cluster_1,"(80, 150, 2, 0.2, -2, -0.2)",338.25,0.478429986,173.6625,0.514925243,0.001120401,0.022315291,-0.097186733,0.00057274,0.129987388,0.679087923,7.527397148,-3.515797724,0.000573995
cluster_1,"(80, 150, 2, 0.3, -2, -0.3)",323.95,0.458203678,166.6,0.516001748,0.00117245,0.022435713,-0.096617459,0.000623934,0.129815564,0.698282347,7.575001011,-3.843142627,0.000176158
cluster_1,"(80, 150, 2, 0.4, -2, -0.4)",311.2875,0.440293494,160.2875,0.516730929,0.001193671,0.022464528,-0.096028133,0.000634902,0.128453283,0.701004872,7.534546598,-3.800273874,0.000205978
cluster_1,"(80, 150, 2, 0.5, -2, -0.5)",295.35,0.417751061,152.1,0.516772999,0.001178403,0.022528473,-0.095447894,0.000645134,0.12659806,0.680657641,7.354002197,-3.549105227,0.000509747
cluster_1,"(80, 200, 2, 0, -2, 0)",327.7625,0.53997117,167.6125,0.513874014,0.001248611,0.02294948,-0.095090672,0.000612386,0.131938374,0.75527431,7.091551581,-2.884138324,0.004530722
cluster_1,"(80, 200, 2, 0.1, -2, -0.1)",314.2625,0.517730643,161.0625,0.514727874,0.001285277,0.023060906,-0.095090672,0.000622005,0.131336077,0.748723797,7.036843304,-3.074597553,0.002507553
cluster_1,"(80, 200, 2, 0.2, -2, -0.2)",301.3875,0.496519769,154.8375,0.515587877,0.001336907,0.02311606,-0.094481661,0.000693781,0.129740682,0.747681961,6.917507706,-3.043293157,0.002759896
cluster_1,"(80, 200, 2, 0.3, -2, -0.3)",289.9875,0.47773888,149.3125,0.516983873,0.00132849,0.023158654,-0.093746999,0.000747671,0.129007549,0.727112709,6.876973433,-2.89489999,0.004358394
cluster_1,"(80, 200, 2, 0.4, -2, -0.4)",274.375,0.452018122,141.6375,0.518456078,0.001401388,0.023282457,-0.092887236,0.000801791,0.128663832,0.744238637,6.850346636,-3.581830378,0.000457678
cluster_1,"(80, 200, 2, 0.5, -2, -0.5)",260.8875,0.429798188,134.7375,0.518774425,0.001513014,0.023417234,-0.091555006,0.000795077,0.127896184,0.757855715,6.740083713,-4.088270059,7.09e-05
cluster_1,"(90, 150, 2, 0, -2, 0)",372.0888889,0.526292629,190.6222222,0.513913287,0.000979226,0.021832621,-0.098614478,0.000521915,0.126905965,0.574330579,7.337890912,-3.258176,0.001356938
cluster_1,"(90, 150, 2, 0.1, -2, -0.1)",355.1777778,0.502373094,182.2111111,0.514358244,0.001031865,0.021896131,-0.097167999,0.000544229,0.126658057,0.598090072,7.39451639,-3.147600072,0.001933812
cluster_1,"(90, 150, 2, 0.2, -2, -0.2)",338.3555556,0.478579287,173.6555556,0.514876981,0.001097157,0.022030208,-0.095789669,0.000585396,0.126658057,0.639438277,7.390717388,-3.575533549,0.00045293
cluster_1,"(90, 150, 2, 0.3, -2, -0.3)",323.0111111,0.456875688,166.1777778,0.516208597,0.001166512,0.02213726,-0.095215017,0.000639794,0.126505325,0.658959422,7.422988368,-3.943349224,0.000116036
cluster_1,"(90, 150, 2, 0.4, -2, -0.4)",310.6777778,0.439431086,159.9111111,0.516530626,0.001175608,0.022169052,-0.094691172,0.000646208,0.125294409,0.660666058,7.396137435,-3.744878531,0.000243804
cluster_1,"(90, 150, 2, 0.5, -2, -0.5)",294.6222222,0.416721672,151.6555556,0.516571548,0.001175818,0.02220456,-0.094138897,0.000655816,0.123645321,0.64939755,7.252834283,-3.473349727,0.000646659
cluster_1,"(90, 200, 2, 0, -2, 0)",328.1111111,0.540545488,167.6,0.513174217,0.001219903,0.022683875,-0.093540677,0.000597272,0.128471313,0.722961681,6.899415361,-2.849802684,0.004938742
cluster_1,"(90, 200, 2, 0.1, -2, -0.1)",315.5777778,0.519897492,161.4333333,0.513654315,0.00124334,0.022774737,-0.093540677,0.000600964,0.127935937,0.715414783,6.844080246,-3.004078688,0.003069156
cluster_1,"(90, 200, 2, 0.2, -2, -0.2)",302.5,0.498352554,155.1444444,0.514672372,0.001297516,0.022816008,-0.092900356,0.000674773,0.126435897,0.719052467,6.784012217,-2.966962695,0.003438537
cluster_1,"(90, 200, 2, 0.3, -2, -0.3)",289.9666667,0.477704558,149.0777778,0.516113231,0.00129816,0.022870688,-0.092247323,0.000735187,0.125784223,0.698338433,6.741127029,-2.525226284,0.01245063
cluster_1,"(90, 200, 2, 0.4, -2, -0.4)",275.2,0.453377265,141.8,0.517464261,0.00135578,0.022987524,-0.091483089,0.000780752,0.125478697,0.712457951,6.71993982,-3.103523145,0.002227328
cluster_1,"(90, 200, 2, 0.5, -2, -0.5)",261.2777778,0.43044115,134.7111111,0.517884213,0.001465513,0.02313763,-0.090298885,0.000798786,0.124796343,0.723342422,6.619951656,-3.573030825,0.000457008
cluster_1,"(100, 150, 2, 0, -2, 0)",370.16,0.523564356,189.78,0.514456037,0.001025108,0.022073974,-0.099503178,0.000556671,0.129568079,0.59393815,7.510464766,-4.004995633,8.96e-05
cluster_1,"(100, 150, 2, 0.1, -2, -0.1)",354.31,0.501145686,181.86,0.514765877,0.00107175,0.02213897,-0.098201348,0.000573572,0.129344963,0.615326416,7.563798437,-3.804782206,0.00018985
cluster_1,"(100, 150, 2, 0.2, -2, -0.2)",337.33,0.477128713,173.23,0.515367608,0.001139157,0.022256109,-0.096749392,0.000607654,0.129344963,0.653098183,7.56012998,-4.267838784,3.1e-05
cluster_1,"(100, 150, 2, 0.3, -2, -0.3)",322.22,0.455756719,165.9,0.516707398,0.001207321,0.022366015,-0.096157092,0.000659435,0.129207503,0.673642208,7.599649672,-4.566893552,8.78e-06
cluster_1,"(100, 150, 2, 0.4, -2, -0.4)",309.75,0.438118812,159.47,0.516741138,0.001221597,0.022387555,-0.095259475,0.000661695,0.128117679,0.680104778,7.595036774,-4.434518044,1.53e-05
cluster_1,"(100, 150, 2, 0.5, -2, -0.5)",292.44,0.413635078,150.67,0.517195772,0.0012327,0.02242762,-0.094739306,0.000675196,0.1266335,0.670537461,7.536441955,-4.204162136,3.99e-05
cluster_1,"(100, 200, 2, 0, -2, 0)",329.73,0.543212521,168.27,0.512617145,0.001202583,0.022837347,-0.096310136,0.000585399,0.129282901,0.664944057,7.185529484,-2.984011541,0.003244638
cluster_1,"(100, 200, 2, 0.1, -2, -0.1)",317.49,0.523047776,162.24,0.5130538,0.001224185,0.022917569,-0.096310136,0.000587612,0.128801063,0.661520523,7.17149844,-3.148409792,0.001915264
cluster_1,"(100, 200, 2, 0.2, -2, -0.2)",305.07,0.502586491,156.24,0.51394469,0.00127247,0.022959106,-0.095733847,0.000653915,0.127451027,0.6641772,7.131761675,-3.115445997,0.002126279
cluster_1,"(100, 200, 2, 0.3, -2, -0.3)",292.04,0.481120264,149.82,0.514963746,0.001274506,0.023037819,-0.094972766,0.000707344,0.12686452,0.647066588,7.119065798,-2.637894798,0.009026562
cluster_1,"(100, 200, 2, 0.4, -2, -0.4)",277.02,0.456375618,142.47,0.516509446,0.001336687,0.02315678,-0.094284956,0.000755821,0.126589547,0.656922714,7.145237173,-3.306089204,0.001125994
cluster_1,"(100, 200, 2, 0.5, -2, -0.5)",263.45,0.434019769,135.53,0.516701823,0.001437211,0.023313672,-0.093219172,0.000763929,0.125975428,0.66816259,7.047212027,-3.706508524,0.000274935
cluster_1,"(110, 150, 2, 0, -2, 0)",369.8818182,0.523170889,189.4545455,0.513980169,0.001046418,0.022364332,-0.101698894,0.000549103,0.131590089,0.578171172,7.586748307,-4.035832564,7.67e-05
cluster_1,"(110, 150, 2, 0.1, -2, -0.1)",354.0090909,0.500720072,181.5363636,0.514304923,0.001088454,0.022414081,-0.100082808,0.00056231,0.131387256,0.600735189,7.622821501,-3.812462321,0.000179639
cluster_1,"(110, 150, 2, 0.2, -2, -0.2)",338.0909091,0.478204963,173.4090909,0.514737956,0.001141316,0.022514704,-0.098762848,0.000581399,0.131387256,0.633696609,7.615381227,-4.250361904,3.2e-05
cluster_1,"(110, 150, 2, 0.3, -2, -0.3)",323.7181818,0.457875788,166.4363636,0.516018605,0.001202862,0.0226173,-0.098224393,0.000629631,0.131262293,0.65309575,7.656163492,-4.4914996,1.16e-05
cluster_1,"(110, 150, 2, 0.4, -2, -0.4)",311.4454545,0.440516909,160.1636364,0.516196525,0.001217923,0.022644986,-0.097408378,0.000639883,0.130271543,0.657852583,7.662141477,-4.418328956,1.57e-05
cluster_1,"(110, 150, 2, 0.5, -2, -0.5)",294.4727273,0.416510222,151.5727273,0.516757587,0.001231592,0.022698483,-0.096935497,0.000655735,0.12892229,0.650661346,7.606142926,-4.108569311,5.66e-05
cluster_1,"(110, 200, 2, 0, -2, 0)",329.1272727,0.54221956,167.7545455,0.511822123,0.001217635,0.023088126,-0.09836324,0.000544182,0.130872106,0.647517818,7.253753395,-3.019012171,0.002860842
cluster_1,"(110, 200, 2, 0.1, -2, -0.1)",317.2818182,0.522704808,161.9363636,0.512247453,0.001236053,0.023168496,-0.098261893,0.000549036,0.130434071,0.643064013,7.233556561,-3.051069225,0.002577175
cluster_1,"(110, 200, 2, 0.2, -2, -0.2)",304.4454545,0.501557586,155.6636364,0.512897171,0.001282605,0.023219646,-0.097737993,0.000610262,0.12905463,0.643283929,7.192857481,-3.03384823,0.002721368
cluster_1,"(110, 200, 2, 0.3, -2, -0.3)",291.7636364,0.480664969,149.3181818,0.513563534,0.001278095,0.023292604,-0.097046102,0.000648015,0.128521442,0.629163286,7.203567254,-2.542304372,0.011725668
cluster_1,"(110, 200, 2, 0.4, -2, -0.4)",277.0090909,0.456357646,142.0363636,0.514754575,0.00133875,0.02340939,-0.096267477,0.000686029,0.128271466,0.641253105,7.233808442,-3.241052695,0.001380631
cluster_1,"(110, 200, 2, 0.5, -2, -0.5)",262.2272727,0.432005392,134.6090909,0.515484154,0.001461395,0.023579931,-0.095164284,0.00071745,0.127517726,0.648477559,7.130268455,-3.806576466,0.000185381
cluster_1,"(120, 150, 2, 0, -2, 0)",366.8333333,0.518859029,187.9916667,0.514163642,0.00106643,0.022366251,-0.100809404,0.000548882,0.132140941,0.596120716,7.651322593,-4.41001417,1.6e-05
cluster_1,"(120, 150, 2, 0.1, -2, -0.1)",350.2,0.49533239,179.7416667,0.514793258,0.001113845,0.022440285,-0.099327992,0.000568585,0.131955011,0.614861474,7.672148073,-4.20146502,3.77e-05
cluster_1,"(120, 150, 2, 0.2, -2, -0.2)",334.5083333,0.473137671,171.7,0.515092377,0.001160624,0.022530817,-0.098118029,0.000583658,0.131955011,0.647297366,7.694624169,-4.523296747,9.71e-06
cluster_1,"(120, 150, 2, 0.3, -2, -0.3)",319.7666667,0.452286657,164.55,0.516429591,0.001222732,0.022639908,-0.097624445,0.00063678,0.131460617,0.658631555,7.691177145,-4.802715352,2.8e-06
cluster_1,"(120, 150, 2, 0.4, -2, -0.4)",307.375,0.434759547,158.2333333,0.516666488,0.001236324,0.02267775,-0.096869775,0.00065809,0.13055243,0.661931653,7.697785532,-4.748353491,3.56e-06
