case,hyperparameters,num_trading_days,pct_trading_days,num_positive_returns,pct_positive_returns,mean,std,min,median,max,skew,kurtosis,t_statistic,p_value
cluster_2,"(90, 150, 2, 0, -2, 0)",362.8222222,0.513185604,187.0,0.517142746,0.00116952,0.022376868,-0.100832462,0.000691472,0.124483912,0.472309474,7.190893595,-4.398751631,1.98e-05
cluster_2,"(90, 150, 2, 0.1, -2, -0.1)",350.8888889,0.496306774,181.0222222,0.517423363,0.001160351,0.02236998,-0.100174454,0.00070647,0.122683745,0.458764038,7.119597724,-3.823583166,0.000184606
cluster_2,"(90, 150, 2, 0.2, -2, -0.2)",335.2888889,0.47424171,172.9777778,0.517529473,0.001161517,0.022378271,-0.099436554,0.000720416,0.122380286,0.486682604,7.366997408,-3.841134301,0.000173217
cluster_2,"(90, 150, 2, 0.3, -2, -0.3)",320.8555556,0.453826811,165.5444444,0.517961496,0.001160939,0.022431596,-0.098646096,0.000732139,0.121795449,0.495692713,7.554167953,-3.804109884,0.000197185
cluster_2,"(90, 150, 2, 0.4, -2, -0.4)",305.5555556,0.432186076,157.4777778,0.51771016,0.001169038,0.022422838,-0.098244971,0.00071891,0.120986197,0.501828538,7.551711031,-3.455341703,0.000692112
cluster_2,"(90, 150, 2, 0.5, -2, -0.5)",292.6,0.413861386,150.8,0.517770492,0.001170379,0.022527863,-0.097358701,0.000684887,0.120986197,0.517328758,7.612040278,-3.249991389,0.001388787
cluster_2,"(90, 200, 2, 0, -2, 0)",307.8444444,0.50715724,159.0666667,0.517922175,0.001268149,0.022886449,-0.0999445,0.000718797,0.120589399,0.385468505,6.022794545,-3.004435651,0.003103043
cluster_2,"(90, 200, 2, 0.1, -2, -0.1)",295.3222222,0.486527549,152.4333333,0.517444952,0.001278075,0.022950961,-0.099376567,0.000719143,0.118568013,0.372199974,5.875106311,-2.885679937,0.004465958
cluster_2,"(90, 200, 2, 0.2, -2, -0.2)",283.6888889,0.467362255,146.3333333,0.517134918,0.001223527,0.022862255,-0.096989062,0.00069807,0.116283247,0.366370965,5.710073357,-2.335791714,0.020710095
cluster_2,"(90, 200, 2, 0.3, -2, -0.3)",271.2777778,0.446915614,140.1888889,0.518296722,0.001296478,0.022902522,-0.096727192,0.000729468,0.115009468,0.364966755,5.683854173,-2.27713442,0.024066522
cluster_2,"(90, 200, 2, 0.4, -2, -0.4)",258.9555556,0.426615413,133.9111111,0.519418436,0.001341509,0.022985712,-0.095532778,0.00075846,0.112981575,0.339678544,5.495712646,-2.450858598,0.0153712
cluster_2,"(90, 200, 2, 0.5, -2, -0.5)",248.8111111,0.409902984,128.5777778,0.519030223,0.001323558,0.023050497,-0.09514726,0.000740143,0.112927095,0.344359818,5.543688504,-2.306018196,0.022436451
cluster_2,"(100, 150, 2, 0, -2, 0)",365.3,0.51669024,188.23,0.516949967,0.001112814,0.022477628,-0.100391973,0.000693935,0.1239006,0.457844395,6.904242348,-4.399956546,1.87e-05
cluster_2,"(100, 150, 2, 0.1, -2, -0.1)",352.64,0.498783593,181.84,0.517237937,0.001108861,0.022477098,-0.099606235,0.000704926,0.122280449,0.452421337,6.847440798,-3.782250421,0.000209329
cluster_2,"(100, 150, 2, 0.2, -2, -0.2)",336.97,0.476619519,173.88,0.517620014,0.001124656,0.022496743,-0.098942125,0.000723968,0.122007336,0.477454825,7.075154537,-3.915542231,0.000126714
cluster_2,"(100, 150, 2, 0.3, -2, -0.3)",322.06,0.45553041,166.21,0.518079471,0.001130453,0.022509013,-0.098127187,0.000732331,0.121276482,0.485919554,7.271688014,-3.864938909,0.000152292
cluster_2,"(100, 150, 2, 0.4, -2, -0.4)",307.32,0.434681754,158.42,0.517770303,0.001133648,0.02250261,-0.097766175,0.000715408,0.120548155,0.493178821,7.281188864,-3.517109907,0.000546014
cluster_2,"(100, 150, 2, 0.5, -2, -0.5)",293.86,0.415643564,151.53,0.51801544,0.001135375,0.022586455,-0.096968532,0.000685227,0.120092178,0.496380432,7.294037536,-3.345766832,0.000989807
cluster_2,"(100, 200, 2, 0, -2, 0)",307.9,0.507248764,159.26,0.518760715,0.001239683,0.022945952,-0.10007576,0.000784423,0.118981029,0.348694807,5.83011909,-3.126269069,0.00207985
cluster_2,"(100, 200, 2, 0.1, -2, -0.1)",295.79,0.487298188,152.75,0.517990016,0.001241054,0.023010745,-0.099564621,0.000765889,0.117161782,0.337510501,5.705781114,-2.969879891,0.003409111
cluster_2,"(100, 200, 2, 0.2, -2, -0.2)",284.96,0.469456343,147.03,0.517559012,0.001185973,0.022924679,-0.097415866,0.000738264,0.114817188,0.324611509,5.547238765,-2.399227442,0.017442194
cluster_2,"(100, 200, 2, 0.3, -2, -0.3)",273.28,0.450214168,141.16,0.518316957,0.001244013,0.022963071,-0.097180183,0.000755048,0.113670786,0.325894918,5.537244765,-2.250980506,0.025581406
cluster_2,"(100, 200, 2, 0.4, -2, -0.4)",260.83,0.42970346,134.94,0.519810121,0.001296607,0.023064957,-0.096105211,0.000790661,0.111845683,0.302938027,5.364947521,-2.515285246,0.012814357
cluster_2,"(100, 200, 2, 0.5, -2, -0.5)",250.43,0.412570016,129.6,0.51986203,0.001287819,0.023135888,-0.095758245,0.000795085,0.11179665,0.305081505,5.409173671,-2.364504934,0.019163299
cluster_2,"(110, 150, 2, 0, -2, 0)",366.7636364,0.518760447,188.9727273,0.517122479,0.001108622,0.022616033,-0.100396381,0.000716468,0.124085342,0.448672054,6.72707194,-4.353609479,2.14e-05
cluster_2,"(110, 150, 2, 0.1, -2, -0.1)",353.7636364,0.500372894,182.4090909,0.517418236,0.001113963,0.022622523,-0.099418376,0.000728107,0.122612478,0.447037534,6.676531007,-3.775489178,0.000208309
cluster_2,"(110, 150, 2, 0.2, -2, -0.2)",337.8545455,0.477870644,174.3454545,0.517766652,0.001145358,0.022630257,-0.098068931,0.000740611,0.122364193,0.479702473,6.854316247,-4.100118849,5.94e-05
cluster_2,"(110, 150, 2, 0.3, -2, -0.3)",322.5272727,0.456191333,166.5181818,0.518300948,0.001152404,0.02265827,-0.097311111,0.000756086,0.12169978,0.488026551,7.036711089,-4.023883988,7.97e-05
cluster_2,"(110, 150, 2, 0.4, -2, -0.4)",307.9181818,0.435527838,158.8454545,0.518085906,0.001158531,0.022646907,-0.096681071,0.000743787,0.121037665,0.499644406,7.066367005,-3.756698229,0.000222848
cluster_2,"(110, 150, 2, 0.5, -2, -0.5)",294.2090909,0.416137328,151.7818182,0.518161101,0.001167281,0.022738245,-0.095872253,0.000708597,0.12062314,0.507334241,7.08610552,-3.523577569,0.000521701
cluster_2,"(110, 200, 2, 0, -2, 0)",310.4090909,0.511382357,160.3818182,0.518087512,0.001212736,0.023117065,-0.099400875,0.000772915,0.11999875,0.374081633,5.759304374,-2.886761631,0.004323647
cluster_2,"(110, 200, 2, 0.1, -2, -0.1)",298.2,0.491268534,153.8272727,0.517459412,0.001219654,0.023188095,-0.098739576,0.000769267,0.11834489,0.365542536,5.639223128,-2.691871218,0.007721042
cluster_2,"(110, 200, 2, 0.2, -2, -0.2)",287.0818182,0.472951925,147.9636364,0.517037545,0.001165833,0.023081857,-0.096454603,0.000740432,0.11621344,0.356977007,5.500627391,-2.13726355,0.033755924
cluster_2,"(110, 200, 2, 0.4, -2, -0.4)",262.0272727,0.431675902,135.4,0.519087178,0.00126291,0.023252829,-0.095263098,0.00077432,0.113512072,0.336007148,5.330750346,-2.316303483,0.02159218
cluster_2,"(110, 200, 2, 0.5, -2, -0.5)",250.8272727,0.413224502,129.7454545,0.519418171,0.001270301,0.023330518,-0.094947674,0.000789426,0.113458343,0.337055818,5.376636449,-2.303977027,0.022280989
cluster_2,"(120, 150, 2, 0, -2, 0)",364.8666667,0.516077322,188.0666667,0.51711595,0.001126067,0.022935559,-0.102991199,0.000712601,0.127796506,0.443133108,6.771423309,-4.594649169,7.4e-06
cluster_2,"(120, 150, 2, 0.1, -2, -0.1)",352.175,0.498125884,181.6666667,0.517401083,0.001137799,0.022953956,-0.102094694,0.000736441,0.12644638,0.444831618,6.730427287,-3.997540833,8.72e-05
cluster_2,"(120, 150, 2, 0.2, -2, -0.2)",336.6583333,0.476178689,173.7666667,0.517669805,0.001158522,0.022975076,-0.100857703,0.000745734,0.126218786,0.474794739,6.893461177,-4.183208053,4.14e-05
cluster_2,"(120, 150, 2, 0.3, -2, -0.3)",321.1083333,0.454184347,165.85,0.518253238,0.001171167,0.023044386,-0.100163034,0.000763292,0.125609741,0.481045399,7.035703826,-4.078979339,6.29e-05
cluster_2,"(120, 150, 2, 0.4, -2, -0.4)",306.7,0.433804809,158.35,0.518238182,0.001177581,0.023020712,-0.099150261,0.000753626,0.125002802,0.500089621,7.042720022,-3.930028714,0.000113045
cluster_2,"(120, 150, 2, 0.5, -2, -0.5)",292.9916667,0.41441537,151.275,0.518319325,0.001191663,0.023103781,-0.097976152,0.000723625,0.124622821,0.514922729,7.056948183,-3.7834525,0.000197884
cluster_2,"(120, 200, 2, 0, -2, 0)",309.0,0.509060956,159.525,0.517484823,0.001180709,0.023542013,-0.102347402,0.000742837,0.1252129,0.37670557,5.891244458,-2.755246095,0.006364799
cluster_2,"(120, 200, 2, 0.1, -2, -0.1)",296.7583333,0.488893465,153.05,0.517074903,0.001208736,0.023625692,-0.101741212,0.000751115,0.123696861,0.370564169,5.794541334,-2.698974136,0.00752328
cluster_2,"(120, 200, 2, 0.2, -2, -0.2)",285.6916667,0.470661724,147.1916667,0.516538978,0.001160256,0.023536887,-0.099646653,0.000715347,0.121743032,0.363282393,5.67460097,-2.171200285,0.030992275
cluster_2,"(120, 200, 2, 0.4, -2, -0.4)",261.6833333,0.431109281,135.0666667,0.51815075,0.001239367,0.023720199,-0.09855444,0.00073048,0.119266778,0.344806701,5.514960995,-2.184430212,0.030041285
cluster_2,"(120, 200, 2, 0.5, -2, -0.5)",250.6416667,0.412918726,129.4833333,0.51845455,0.001252947,0.023787405,-0.098039208,0.000739093,0.119217526,0.352831921,5.555027658,-2.215631119,0.027789718
